Geneid	sample_0	sample_1	sample_2	sample_3	sample_4	sample_5
ENSG00000274457	0	0	0	0	0	0
ENSG00000128250	2029	2031	2032	182	169	177
ENSG00000282816	0	0	0	0	0	0
ENSG00000100285	625	617	616	187	193	187
ENSG00000100296	184	187	174	116	104	112
ENSG00000234208	0	0	0	0	0	0
ENSG00000184117	541	569	554	196	196	197
ENSG00000186575	143	135	144	253	245	246
ENSG00000233010	0	0	0	0	0	0
ENSG00000232396	0	0	0	0	0	0
ENSG00000239446	0	0	0	0	0	0
ENSG00000100314	149	151	152	145	146	156
ENSG00000100319	173	185	160	301	300	308
ENSG00000200976	0	0	0	0	0	0
ENSG00000184076	230	241	226	2772	2759	2761
ENSG00000100325	207	221	211	352	344	359
ENSG00000100330	291	290	281	542	547	548
ENSG00000207455	0	0	0	0	0	0
ENSG00000279159	0	0	0	0	0	0
ENSG00000275818	0	0	0	0	0	0
ENSG00000227117	0	0	0	0	0	0
ENSG00000227201	0	0	0	0	0	0
ENSG00000176635	0	0	0	0	0	0
ENSG00000226573	0	0	0	0	0	0
ENSG00000225971	0	0	0	0	0	0
ENSG00000225676	0	0	0	0	0	0
ENSG00000232530	0	0	0	0	0	0
ENSG00000128342	202	197	200	193	201	192
ENSG00000268812	0	0	0	0	0	0
ENSG00000099985	116	127	122	438	443	440
ENSG00000279699	0	0	0	0	0	0
ENSG00000239282	58	60	55	143	132	136
ENSG00000248751	0	0	0	0	0	0
ENSG00000099992	662	627	629	155	141	131
ENSG00000099995	0	0	0	0	0	0
ENSG00000187860	164	167	154	204	212	210
ENSG00000099999	141	142	138	493	488	484
ENSG00000100003	0	0	0	0	0	0
ENSG00000249590	0	0	0	0	0	0
ENSG00000273350	0	0	0	0	0	0
ENSG00000222915	0	0	0	0	0	0
ENSG00000272689	0	0	0	0	0	0
ENSG00000242114	1220	1147	1230	88	102	84
ENSG00000273428	0	0	0	0	0	0
ENSG00000230137	0	0	0	0	0	0
ENSG00000100012	103	98	102	173	172	168
ENSG00000181123	0	0	0	0	0	0
ENSG00000214161	0	0	0	0	0	0
ENSG00000133488	239	218	228	316	311	322
ENSG00000214491	0	0	0	0	0	0
ENSG00000225774	0	0	0	0	0	0
ENSG00000128242	243	254	254	211	212	214
ENSG00000100029	0	0	0	0	0	0
ENSG00000223831	0	0	0	0	0	0
ENSG00000185339	314	314	323	155	151	143
ENSG00000100036	282	269	276	249	271	258
ENSG00000167065	245	251	248	339	331	345
ENSG00000250318	0	0	0	0	0	0
ENSG00000184792	252	253	265	256	241	245
ENSG00000264661	0	0	0	0	0	0
ENSG00000237977	0	0	0	0	0	0
ENSG00000235989	0	0	0	0	0	0
ENSG00000133422	193	183	187	115	111	120
ENSG00000253352	0	0	0	0	0	0
ENSG00000276664	0	0	0	0	0	0
ENSG00000276057	0	0	0	0	0	0
ENSG00000276965	0	0	0	0	0	0
ENSG00000275307	0	0	0	0	0	0
ENSG00000269987	0	0	0	0	0	0
ENSG00000269972	0	0	0	0	0	0
ENSG00000278920	0	0	0	0	0	0
ENSG00000240186	0	0	0	0	0	0
ENSG00000183963	3738	3721	3735	259	247	264
ENSG00000273387	0	0	0	0	0	0
ENSG00000198832	273	292	285	649	657	631
ENSG00000235573	0	0	0	0	0	0
ENSG00000185133	364	381	379	284	284	276
ENSG00000100078	251	248	248	298	293	295
ENSG00000214125	0	0	0	0	0	0
ENSG00000264141	0	0	0	0	0	0
ENSG00000138942	800	806	800	95	103	96
ENSG00000254835	0	0	0	0	0	0
ENSG00000182541	0	0	0	0	0	0
ENSG00000199695	0	0	0	0	0	0
ENSG00000202019	0	0	0	0	0	0
ENSG00000100100	164	154	162	147	144	144
ENSG00000228839	0	0	0	0	0	0
ENSG00000212542	0	0	0	0	0	0
ENSG00000100105	113	106	113	1282	1280	1287
ENSG00000213888	0	0	0	0	0	0
ENSG00000206615	0	0	0	0	0	0
ENSG00000185721	349	353	354	63	65	66
ENSG00000184708	272	268	276	83	73	83
ENSG00000240591	0	0	0	0	0	0
ENSG00000199248	0	0	0	0	0	0
ENSG00000198089	0	0	0	0	0	0
ENSG00000233733	0	0	0	0	0	0
ENSG00000229169	0	0	0	0	0	0
ENSG00000214093	0	0	0	0	0	0
ENSG00000241878	73	70	69	74	78	74
ENSG00000183530	53	47	49	731	720	734
ENSG00000100150	105	109	106	94	90	90
ENSG00000242251	0	0	0	0	0	0
ENSG00000236132	0	0	0	0	0	0
ENSG00000252909	0	0	0	0	0	0
ENSG00000227813	0	0	0	0	0	0
ENSG00000128254	0	0	0	0	0	0
ENSG00000128245	4161	4167	4168	269	274	284
ENSG00000227519	0	0	0	0	0	0
ENSG00000230866	0	0	0	0	0	0
ENSG00000240647	0	0	0	0	0	0
ENSG00000232346	0	0	0	0	0	0
ENSG00000100170	0	0	0	0	0	0
ENSG00000234479	0	0	0	0	0	0
ENSG00000237439	0	0	0	0	0	0
ENSG00000232707	0	0	0	0	0	0
ENSG00000239674	0	0	0	0	0	0
ENSG00000205856	111	105	113	86	86	78
ENSG00000230120	0	0	0	0	0	0
ENSG00000275656	0	0	0	0	0	0
ENSG00000128253	49	48	54	50	56	49
ENSG00000279219	103	84	102	351	345	352
ENSG00000254127	0	0	0	0	0	0
ENSG00000242082	0	0	0	0	0	0
ENSG00000100191	2421	2477	2459	119	126	121
ENSG00000214076	0	0	0	0	0	0
ENSG00000224050	0	0	0	0	0	0
ENSG00000273325	0	0	0	0	0	0
ENSG00000234626	0	0	0	0	0	0
ENSG00000128276	77	63	71	82	76	77
ENSG00000271093	0	0	0	0	0	0
ENSG00000205853	246	273	262	177	175	188
ENSG00000274617	0	0	0	0	0	0
ENSG00000274170	0	0	0	0	0	0
ENSG00000230736	0	0	0	0	0	0
ENSG00000243519	0	0	0	0	0	0
ENSG00000241954	0	0	0	0	0	0
ENSG00000232218	0	0	0	0	0	0
ENSG00000100220	271	255	264	150	156	151
ENSG00000184459	0	0	0	0	0	0
ENSG00000100225	175	166	164	221	222	222
ENSG00000185666	1572	1558	1568	87	89	94
ENSG00000236054	0	0	0	0	0	0
ENSG00000251890	0	0	0	0	0	0
ENSG00000229673	0	0	0	0	0	0
ENSG00000100234	1367	1362	1358	132	136	133
ENSG00000228194	0	0	0	0	0	0
ENSG00000228622	0	0	0	0	0	0
ENSG00000231253	0	0	0	0	0	0
ENSG00000233632	0	0	0	0	0	0
ENSG00000133424	282	282	280	239	251	237
ENSG00000232073	0	0	0	0	0	0
ENSG00000230741	0	0	0	0	0	0
ENSG00000266012	0	0	0	0	0	0
ENSG00000281295	0	0	0	0	0	0
ENSG00000253007	0	0	0	0	0	0
ENSG00000232081	0	0	0	0	0	0
ENSG00000224973	0	0	0	0	0	0
ENSG00000273082	0	0	0	0	0	0
ENSG00000236052	0	0	0	0	0	0
ENSG00000224404	0	0	0	0	0	0
ENSG00000235485	0	0	0	0	0	2
ENSG00000280356	0	0	0	0	0	0
ENSG00000234891	0	0	0	0	0	0
ENSG00000237316	0	0	0	0	0	0
ENSG00000227895	0	0	0	0	0	0
ENSG00000175329	0	0	0	0	0	0
ENSG00000233080	0	0	0	0	0	0
ENSG00000273068	0	0	0	0	0	0
ENSG00000279184	0	0	0	0	0	0
ENSG00000238153	0	0	0	0	0	0
ENSG00000243453	0	0	0	0	0	0
ENSG00000238584	0	0	0	0	0	0
ENSG00000100281	434	426	429	92	88	91
ENSG00000273176	0	0	0	0	0	0
ENSG00000100284	128	136	135	470	476	466
ENSG00000266320	0	0	0	0	0	0
ENSG00000274280	0	0	0	0	0	0
ENSG00000282602	0	0	0	0	0	0
ENSG00000282041	0	0	0	0	0	0
ENSG00000100292	71	68	72	53	51	52
ENSG00000100297	231	236	229	295	308	307
ENSG00000233388	0	0	0	0	0	0
ENSG00000273044	0	0	0	0	0	0
ENSG00000100302	0	0	0	0	0	0
ENSG00000198125	272	266	276	1902	1895	1907
ENSG00000268818	0	0	0	0	0	0
ENSG00000221963	216	216	220	246	240	250
ENSG00000228587	0	0	0	0	0	0
ENSG00000226336	0	0	0	0	0	0
ENSG00000128313	77	77	75	68	65	67
ENSG00000100320	1812	1811	1802	295	277	280
ENSG00000237406	0	0	0	0	0	0
ENSG00000279652	0	0	0	0	0	0
ENSG00000279927	0	0	0	0	0	0
ENSG00000279217	0	0	0	0	0	0
ENSG00000279714	0	0	0	0	0	0
ENSG00000279805	0	0	0	0	0	0
ENSG00000128284	182	188	185	101	98	102
ENSG00000233764	0	0	0	0	0	0
ENSG00000231576	0	0	0	0	0	0
ENSG00000237948	0	0	0	0	0	0
ENSG00000225557	0	0	0	0	0	0
ENSG00000237129	0	0	0	0	0	0
ENSG00000229088	0	0	0	0	0	0
ENSG00000100336	236	236	229	241	247	221
ENSG00000128335	0	0	0	0	0	0
ENSG00000100342	140	137	144	849	843	855
ENSG00000100345	0	0	0	0	0	0
ENSG00000278420	0	0	0	0	0	0
ENSG00000223695	0	0	0	0	0	0
ENSG00000237668	0	0	0	0	0	0
ENSG00000252225	0	0	0	0	0	0
ENSG00000228719	0	0	0	0	0	0
ENSG00000100348	163	154	167	1175	1177	1161
ENSG00000100350	84	84	89	247	251	247
ENSG00000100353	238	239	252	834	864	864
ENSG00000188078	0	0	0	0	0	0
ENSG00000229971	0	0	0	0	0	0
ENSG00000261675	0	0	0	0	0	0
ENSG00000166862	275	283	294	436	428	436
ENSG00000234688	0	0	0	0	0	0
ENSG00000100360	153	166	171	235	237	237
ENSG00000100362	882	886	885	120	123	123
ENSG00000234979	0	0	0	0	0	0
ENSG00000183822	0	0	0	0	0	0
ENSG00000100365	196	207	203	393	403	407
ENSG00000100368	203	203	205	177	167	178
ENSG00000232254	0	0	0	0	0	0
ENSG00000215403	0	0	0	0	0	0
ENSG00000185264	201	189	200	400	415	407
ENSG00000128311	426	429	419	241	246	244
ENSG00000252412	0	0	0	0	0	0
ENSG00000128309	253	251	261	114	114	118
ENSG00000100379	108	116	115	857	856	854
ENSG00000201078	0	0	0	0	0	0
ENSG00000187045	231	233	217	353	366	354
ENSG00000231467	0	0	0	0	0	0
ENSG00000100385	195	198	194	702	705	714
ENSG00000235237	0	0	0	0	0	0
ENSG00000133466	696	704	710	285	278	285
ENSG00000278195	1593	1588	1597	198	184	195
ENSG00000226233	0	0	0	0	0	0
ENSG00000128340	314	296	292	251	245	250
ENSG00000100055	292	292	280	330	332	333
ENSG00000243902	0	0	0	0	0	0
ENSG00000237862	0	0	0	0	0	0
ENSG00000166897	261	251	267	438	438	419
ENSG00000272694	0	0	0	0	0	0
ENSG00000100060	77	72	76	1348	1359	1362
ENSG00000100065	193	213	215	275	265	261
ENSG00000225867	0	0	0	0	0	0
ENSG00000128283	216	226	219	216	232	224
ENSG00000100079	187	189	184	540	535	538
ENSG00000273866	0	0	0	0	0	0
ENSG00000100083	213	215	215	3638	3627	3630
ENSG00000100092	275	278	284	248	245	258
ENSG00000233360	0	0	0	0	0	0
ENSG00000241360	205	207	193	39	44	33
ENSG00000241333	0	0	0	0	0	0
ENSG00000100097	822	815	818	67	68	70
ENSG00000273899	70	54	69	39	27	34
ENSG00000100101	0	0	0	0	0	0
ENSG00000100106	1113	1054	1076	157	154	187
ENSG00000189060	288	302	298	261	265	263
ENSG00000100116	110	114	108	272	266	267
ENSG00000128310	139	129	134	223	228	226
ENSG00000100124	239	245	242	521	509	507
ENSG00000207696	0	0	0	0	0	0
ENSG00000100129	79	79	71	43	46	43
ENSG00000279738	0	0	0	0	0	0
ENSG00000207227	0	0	0	0	0	0
ENSG00000100139	916	923	914	255	242	261
ENSG00000278948	0	0	0	0	0	0
ENSG00000128346	110	110	105	89	83	85
ENSG00000279010	0	0	0	0	0	0
ENSG00000272582	0	0	0	0	0	0
ENSG00000100142	0	0	0	0	0	0
ENSG00000100146	131	126	135	482	473	487
ENSG00000222044	0	0	0	0	0	0
ENSG00000273214	0	0	0	0	0	0
ENSG00000100151	0	0	0	0	0	0
ENSG00000233739	0	0	0	0	0	0
ENSG00000100156	2950	2951	2944	151	156	154
ENSG00000128298	404	397	394	258	263	261
ENSG00000272720	0	0	0	0	0	0
ENSG00000184381	164	157	161	587	604	592
ENSG00000279080	0	0	0	0	0	0
ENSG00000185022	145	140	146	151	141	144
ENSG00000198792	0	0	0	0	0	0
ENSG00000235246	0	0	0	0	0	0
ENSG00000241693	0	0	0	0	0	0
ENSG00000277385	0	0	0	0	0	0
ENSG00000213923	155	154	160	312	307	309
ENSG00000244627	0	0	0	0	0	0
ENSG00000229955	0	0	0	0	0	0
ENSG00000228620	0	0	0	0	0	0
ENSG00000168135	121	127	127	91	91	93
ENSG00000100196	947	946	950	95	90	88
ENSG00000100201	124	124	122	447	448	446
ENSG00000100206	193	195	201	162	180	176
ENSG00000224279	0	0	0	0	0	0
ENSG00000184949	1584	1599	1585	256	255	245
ENSG00000100211	102	99	100	83	84	82
ENSG00000230912	0	0	0	0	0	0
ENSG00000228274	0	0	0	0	0	0
ENSG00000100216	126	124	129	105	98	104
ENSG00000100221	2022	2036	2030	134	123	130
ENSG00000100226	906	905	899	179	169	177
ENSG00000229598	0	0	0	0	0	0
ENSG00000100242	218	203	203	400	404	394
ENSG00000244491	0	0	0	0	0	0
ENSG00000230149	0	0	0	0	0	0
ENSG00000273096	0	0	0	0	0	0
ENSG00000225450	0	0	0	0	0	0
ENSG00000272669	0	0	0	0	0	0
ENSG00000273076	0	0	0	0	0	0
ENSG00000100246	240	238	234	123	123	117
ENSG00000221890	147	147	142	136	132	131
ENSG00000183741	224	219	228	817	823	818
ENSG00000235209	0	0	0	0	0	0
ENSG00000128383	473	475	479	255	256	262
ENSG00000179750	120	145	129	76	73	75
ENSG00000249310	0	0	0	0	0	0
ENSG00000244509	294	279	295	6077	6071	6079
ENSG00000243811	63	73	56	154	158	139
ENSG00000128394	87	86	91	78	94	67
ENSG00000239713	0	0	0	0	0	0
ENSG00000259421	0	0	0	0	0	0
ENSG00000225720	0	0	0	0	0	0
ENSG00000100298	831	823	829	236	235	235
ENSG00000100307	76	72	65	115	121	118
ENSG00000226024	0	0	0	0	0	0
ENSG00000279833	0	0	0	0	0	0
ENSG00000227009	0	0	0	0	0	0
ENSG00000100311	184	183	172	591	593	595
ENSG00000224794	0	0	0	0	0	0
ENSG00000100316	0	0	0	0	0	0
ENSG00000209480	0	0	0	0	0	0
ENSG00000209482	0	0	0	0	0	0
ENSG00000263764	0	0	0	0	0	0
ENSG00000100321	230	234	235	220	212	224
ENSG00000280216	0	0	0	0	0	0
ENSG00000100324	2114	2105	2114	200	204	200
ENSG00000128268	918	916	919	103	109	112
ENSG00000227188	0	0	0	0	0	0
ENSG00000100335	254	277	269	2433	2428	2433
ENSG00000128272	250	246	250	562	555	566
ENSG00000187051	0	0	0	0	0	0
ENSG00000100346	0	0	0	0	0	0
ENSG00000176177	175	176	168	206	194	211
ENSG00000235647	0	0	0	0	0	0
ENSG00000238875	0	0	0	0	0	0
ENSG00000226085	0	0	0	0	0	0
ENSG00000100351	152	151	151	97	94	92
ENSG00000225528	0	0	0	0	0	0
ENSG00000133477	244	255	258	206	210	222
ENSG00000261202	0	0	0	0	0	0
ENSG00000100354	80	79	81	67	70	70
ENSG00000228599	0	0	0	0	0	0
ENSG00000239900	247	251	250	242	238	247
ENSG00000100359	91	84	91	368	372	372
ENSG00000229999	0	0	0	0	0	0
ENSG00000196588	558	551	555	311	283	313
ENSG00000272834	0	0	0	0	0	0
ENSG00000227413	0	0	0	0	0	0
ENSG00000232564	0	0	0	0	0	0
ENSG00000172912	0	0	0	0	0	0
ENSG00000230071	0	0	0	0	0	0
ENSG00000231907	0	0	0	0	0	0
ENSG00000128285	374	363	375	167	164	159
ENSG00000100372	96	91	89	90	88	83
ENSG00000230769	0	0	0	0	0	0
ENSG00000233603	0	0	0	0	0	0
ENSG00000266594	0	0	0	0	0	0
ENSG00000100380	91	88	92	255	265	262
ENSG00000196236	310	306	311	951	937	954
ENSG00000172404	226	248	232	485	497	494
ENSG00000273979	0	0	0	0	0	0
ENSG00000200683	0	0	0	0	0	0
ENSG00000100387	1007	1005	996	284	282	272
ENSG00000222698	0	0	0	0	0	0
ENSG00000237214	0	0	0	0	0	0
ENSG00000199515	0	0	0	0	0	0
ENSG00000213857	0	0	0	0	0	0
ENSG00000100393	173	179	185	249	254	253
ENSG00000252859	0	0	0	0	0	0
ENSG00000232754	0	0	0	0	0	0
ENSG00000231993	0	0	0	0	0	0
ENSG00000215771	0	0	0	0	0	0
ENSG00000100395	288	290	291	135	142	142
ENSG00000235513	0	0	0	0	0	0
ENSG00000100399	78	78	79	270	268	266
ENSG00000100401	1297	1309	1294	141	144	147
ENSG00000274552	0	0	0	0	0	0
ENSG00000100403	81	81	82	165	163	164
ENSG00000167074	316	299	314	1100	1122	1117
ENSG00000199865	0	0	0	0	0	0
ENSG00000273424	0	0	0	0	0	0
ENSG00000183864	364	372	370	262	253	247
ENSG00000100410	137	121	145	123	127	126
ENSG00000100412	98	97	92	201	188	193
ENSG00000100413	434	441	434	52	54	58
ENSG00000172346	668	658	668	202	198	192
ENSG00000100417	178	176	179	85	83	80
ENSG00000100418	130	131	131	209	215	209
ENSG00000196419	1729	1721	1727	283	294	290
ENSG00000200332	0	0	0	0	0	0
ENSG00000100138	90	99	88	494	496	497
ENSG00000207457	0	0	0	0	0	0
ENSG00000184208	427	406	415	169	170	174
ENSG00000167077	150	149	161	244	249	244
ENSG00000231261	0	0	0	0	0	0
ENSG00000252603	0	0	0	0	0	0
ENSG00000206813	0	0	0	0	0	0
ENSG00000100147	185	192	181	352	360	357
ENSG00000184068	0	0	0	0	0	0
ENSG00000198911	303	312	323	1169	1159	1162
ENSG00000207932	0	0	0	0	0	0
ENSG00000234965	0	0	0	0	0	0
ENSG00000159958	2952	2961	2964	192	180	201
ENSG00000100162	927	906	923	82	86	83
ENSG00000205704	0	0	0	0	0	0
ENSG00000100167	245	236	232	250	238	239
ENSG00000224883	0	0	0	0	0	0
ENSG00000183066	288	296	294	295	282	280
ENSG00000215347	0	0	0	0	0	0
ENSG00000198951	849	852	852	123	123	124
ENSG00000177096	0	0	0	0	0	0
ENSG00000238498	0	0	0	0	0	0
ENSG00000183172	4405	4416	4420	220	222	221
ENSG00000184983	1297	1302	1311	96	91	90
ENSG00000270083	0	0	0	0	0	0
ENSG00000237037	0	0	0	0	0	0
ENSG00000213790	0	0	0	0	0	0
ENSG00000100197	65	71	74	79	75	71
ENSG00000227370	0	0	0	0	0	0
ENSG00000232710	0	0	0	0	0	0
ENSG00000281538	0	0	0	0	0	0
ENSG00000205702	0	0	0	0	0	0
ENSG00000226450	0	0	0	0	0	0
ENSG00000100207	115	124	116	133	136	131
ENSG00000182057	0	0	0	0	0	0
ENSG00000233903	0	0	0	0	0	0
ENSG00000273366	0	0	0	0	0	0
ENSG00000229891	0	0	0	0	0	0
ENSG00000235568	97	92	95	67	67	68
ENSG00000230107	0	0	0	0	0	0
ENSG00000172250	0	0	0	0	0	0
ENSG00000189306	160	162	143	320	319	309
ENSG00000183569	109	116	98	17	13	15
ENSG00000182841	0	0	0	0	0	0
ENSG00000202058	0	0	0	0	0	0
ENSG00000251913	0	0	0	0	0	0
ENSG00000100227	134	135	136	97	97	93
ENSG00000276027	0	0	0	0	0	0
ENSG00000270022	0	0	0	0	0	0
ENSG00000100243	79	77	76	87	86	85
ENSG00000249222	0	0	0	0	0	0
ENSG00000128274	98	99	96	60	59	58
ENSG00000200448	0	0	0	0	0	0
ENSG00000234009	0	0	0	0	0	0
ENSG00000229608	0	0	0	0	0	0
ENSG00000274717	0	0	0	0	0	0
ENSG00000242247	167	172	165	2675	2664	2634
ENSG00000100266	356	360	349	93	110	87
ENSG00000226989	0	0	0	0	0	0
ENSG00000230319	0	0	0	0	0	0
ENSG00000100271	128	142	137	85	95	92
ENSG00000234735	0	0	0	0	0	0
ENSG00000100290	61	56	59	208	210	208
ENSG00000100294	105	106	104	57	56	60
ENSG00000100300	204	205	210	164	171	171
ENSG00000100304	198	199	199	194	194	199
ENSG00000159307	250	250	252	130	128	133
ENSG00000236272	0	0	0	0	0	0
ENSG00000234892	0	0	0	0	0	0
ENSG00000203527	0	0	0	0	0	0
ENSG00000236117	0	0	0	0	0	0
ENSG00000186732	1615	1604	1603	311	299	303
ENSG00000223843	0	0	0	0	0	0
ENSG00000186976	223	219	234	210	216	212
ENSG00000233157	0	0	0	0	0	0
ENSG00000180150	0	0	0	0	0	0
ENSG00000261251	0	0	0	0	0	0
ENSG00000130540	61	62	64	65	58	65
ENSG00000100341	0	0	0	0	0	0
ENSG00000100344	463	457	462	143	150	142
ENSG00000100347	202	217	212	1676	1658	1681
ENSG00000224856	0	0	0	0	0	0
ENSG00000188677	871	878	858	73	76	79
ENSG00000279175	0	0	0	0	0	0
ENSG00000280434	0	0	0	0	0	0
ENSG00000138964	4052	4035	4042	293	291	296
ENSG00000279933	0	0	0	0	0	0
ENSG00000280011	0	0	0	0	0	0
ENSG00000138944	178	171	188	229	232	233
ENSG00000220702	0	0	0	0	0	0
ENSG00000236079	0	0	0	0	0	0
ENSG00000232655	0	0	0	0	0	0
ENSG00000228807	0	0	0	0	0	0
ENSG00000279642	0	0	0	0	0	0
ENSG00000188636	232	234	230	124	128	128
ENSG00000215333	0	0	0	0	0	0
ENSG00000187012	0	0	0	0	0	0
ENSG00000234300	0	0	0	0	0	0
ENSG00000231801	0	0	0	0	0	0
ENSG00000186654	47	49	45	76	62	66
ENSG00000248405	0	0	0	0	0	0
ENSG00000241484	8	11	12	29	31	18
ENSG00000056487	96	100	92	55	52	50
ENSG00000223730	0	0	0	0	0	0
ENSG00000230922	0	0	0	0	0	0
ENSG00000226328	0	0	0	0	0	0
ENSG00000273243	0	0	0	0	0	0
ENSG00000093000	244	243	240	307	291	291
ENSG00000273353	0	0	0	0	0	0
ENSG00000100364	206	199	207	221	219	210
ENSG00000221598	0	0	0	0	0	0
ENSG00000273287	0	0	0	0	0	0
ENSG00000213752	0	0	0	0	0	0
ENSG00000100373	292	290	298	597	587	591
ENSG00000100376	184	175	186	215	223	229
ENSG00000077935	52	54	53	76	73	77
ENSG00000128408	288	285	301	308	316	328
ENSG00000232363	0	0	0	0	0	0
ENSG00000077942	85	83	82	92	93	92
ENSG00000238120	0	0	0	0	0	0
ENSG00000251985	0	0	0	0	0	0
ENSG00000280383	0	0	0	0	0	0
ENSG00000130638	218	228	219	209	201	227
ENSG00000264160	0	0	0	0	0	0
ENSG00000235347	0	0	0	0	0	0
ENSG00000279954	0	0	0	0	0	0
ENSG00000235091	0	0	0	0	0	0
ENSG00000188064	235	234	240	212	197	204
ENSG00000280424	0	0	0	0	0	0
ENSG00000273145	0	0	0	0	0	0
ENSG00000231711	0	0	0	0	0	0
ENSG00000182257	148	154	151	180	180	168
ENSG00000273289	0	0	0	0	0	0
ENSG00000241990	0	0	0	0	0	0
ENSG00000197182	0	0	0	0	0	0
ENSG00000231010	0	0	0	0	0	0
ENSG00000235159	0	0	0	0	0	0
ENSG00000266533	0	0	0	0	0	0
ENSG00000186951	168	161	170	618	620	614
ENSG00000280384	0	0	0	0	0	0
ENSG00000205643	197	205	207	1443	1453	1446
ENSG00000130943	145	155	143	1777	1766	1767
ENSG00000075234	230	227	229	2237	2247	2231
ENSG00000277232	0	0	0	0	0	0
ENSG00000075218	107	112	102	2329	2342	2329
ENSG00000100416	982	982	985	262	275	274
ENSG00000075275	0	0	0	0	0	0
ENSG00000230634	0	0	0	0	0	0
ENSG00000234869	0	0	0	0	0	0
ENSG00000075240	4177	4169	4169	273	268	261
ENSG00000100422	277	270	264	817	816	812
ENSG00000260708	0	0	0	0	0	0
ENSG00000054611	330	310	315	274	285	281
ENSG00000280080	227	233	221	132	124	131
ENSG00000278881	239	241	258	381	373	377
ENSG00000280312	0	0	0	0	0	0
ENSG00000224715	0	0	0	0	0	0
ENSG00000218357	0	0	0	0	0	0
ENSG00000205634	0	0	0	0	0	0
ENSG00000224271	0	0	0	0	0	0
ENSG00000232897	0	0	0	0	0	0
ENSG00000230345	0	0	0	0	0	0
ENSG00000279712	0	0	0	0	0	0
ENSG00000235154	0	0	0	0	0	0
ENSG00000278890	0	0	0	0	0	0
ENSG00000238192	0	0	0	0	0	0
ENSG00000229275	0	0	0	0	0	0
ENSG00000266508	0	0	0	0	0	0
ENSG00000233179	0	0	0	0	0	0
ENSG00000219438	349	349	343	96	97	93
ENSG00000281732	0	0	0	0	0	0
ENSG00000266887	0	0	0	0	0	0
ENSG00000205632	0	0	0	0	0	0
ENSG00000226142	0	0	0	0	0	0
ENSG00000280199	0	0	0	0	0	0
ENSG00000188511	0	0	0	0	0	0
ENSG00000280224	0	0	0	0	0	0
ENSG00000279597	0	0	0	0	0	0
ENSG00000264139	0	0	0	0	0	0
ENSG00000212939	0	0	0	0	0	0
ENSG00000213279	0	0	0	0	0	0
ENSG00000235111	0	0	0	0	0	0
ENSG00000226954	0	0	0	0	0	0
ENSG00000223142	0	0	0	0	0	0
ENSG00000214727	0	0	0	0	0	0
ENSG00000100425	0	0	0	0	0	0
ENSG00000279345	0	0	0	0	0	0
ENSG00000236867	0	0	0	0	0	0
ENSG00000260613	0	0	0	0	0	0
ENSG00000229409	0	0	0	0	0	0
ENSG00000277771	0	0	0	0	0	0
ENSG00000279494	0	0	0	0	0	0
ENSG00000100426	99	92	92	168	169	164
ENSG00000182858	218	211	227	1527	1552	1560
ENSG00000273192	0	0	0	0	0	0
ENSG00000184164	164	165	168	200	208	203
ENSG00000278869	0	0	0	0	0	0
ENSG00000198355	247	251	255	131	142	137
ENSG00000276753	0	0	0	0	0	0
ENSG00000188263	370	357	356	198	196	210
ENSG00000138892	780	810	812	233	209	213
ENSG00000100427	244	250	243	117	120	116
ENSG00000073146	325	331	329	59	58	60
ENSG00000280395	0	0	0	0	0	0
ENSG00000073150	217	219	206	1223	1239	1235
ENSG00000170638	371	362	362	230	220	222
ENSG00000273188	0	0	0	0	0	0
ENSG00000273253	0	0	0	0	0	0
ENSG00000073169	156	151	156	143	145	143
ENSG00000272836	0	0	0	0	0	0
ENSG00000273137	0	0	0	0	0	0
ENSG00000128159	175	167	173	234	231	234
ENSG00000100429	20	14	21	19	32	23
ENSG00000188130	900	892	879	63	68	60
ENSG00000185386	286	276	272	94	95	104
ENSG00000196576	161	163	156	591	596	578
ENSG00000205593	0	0	0	0	0	0
ENSG00000227484	0	0	0	0	0	0
ENSG00000279182	0	0	0	0	0	0
ENSG00000100239	953	948	955	171	161	169
ENSG00000100241	557	549	543	192	172	175
ENSG00000128165	198	206	193	229	223	231
ENSG00000100253	277	279	257	970	981	984
ENSG00000100258	3953	3970	3990	265	262	273
ENSG00000025770	0	0	0	0	0	0
ENSG00000130489	152	149	147	404	407	401
ENSG00000272821	0	0	0	0	0	0
ENSG00000025708	0	0	0	0	0	0
ENSG00000177989	133	130	117	195	180	182
ENSG00000272666	0	0	0	0	0	0
ENSG00000273272	0	0	0	0	0	0
ENSG00000226738	0	0	0	0	0	0
ENSG00000130487	0	0	0	0	0	0
ENSG00000217442	4490	4484	4508	202	222	204
ENSG00000205560	5	2	4	18	10	10
ENSG00000254413	0	0	0	0	0	0
ENSG00000100288	20	26	13	7	5	4
ENSG00000205559	0	0	0	0	0	0
ENSG00000272940	0	0	0	0	0	0
ENSG00000008735	236	244	238	1597	1610	1595
ENSG00000100299	295	312	312	899	904	914
ENSG00000212569	0	0	0	0	0	0
ENSG00000251322	296	289	279	726	721	719
ENSG00000206841	0	0	0	0	0	0
ENSG00000225929	0	0	0	0	0	0
ENSG00000100312	285	270	284	526	525	548
ENSG00000254499	0	0	0	0	0	0
ENSG00000213683	0	0	0	0	0	0
ENSG00000184319	0	0	0	0	0	0
ENSG00000079974	167	165	157	182	174	176
